T05,"Ratio of girls to boys in primary, secondary and tertiary education",,,,,
202,Sub-Saharan Africa,2010,Ratio of girls to boys in secondary education,0.8199,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2015,Ratio of girls to boys in secondary education,0.8635,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2016,Ratio of girls to boys in secondary education,0.8709,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2017,Ratio of girls to boys in secondary education,0.8756,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Ratio of girls to boys in secondary education,0.8803,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,1995,Ratio of girls to boys in tertiary education,0.5911,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2005,Ratio of girls to boys in tertiary education,0.6677,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2010,Ratio of girls to boys in tertiary education,0.6744,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2015,Ratio of girls to boys in tertiary education,0.7152,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2016,Ratio of girls to boys in tertiary education,0.7251,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2017,Ratio of girls to boys in tertiary education,0.7348,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
202,Sub-Saharan Africa,2018,Ratio of girls to boys in tertiary education,0.7372,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,1995,Ratio of girls to boys in primary education,0.9894,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Ratio of girls to boys in primary education,0.9895,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Ratio of girls to boys in primary education,0.9913,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Ratio of girls to boys in primary education,1.0004,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2016,Ratio of girls to boys in primary education,0.9985,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2017,Ratio of girls to boys in primary education,0.9928,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2018,Ratio of girls to boys in primary education,0.9952,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,1995,Ratio of girls to boys in secondary education,1.0131,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Ratio of girls to boys in secondary education,1.0146,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Ratio of girls to boys in secondary education,1.0082,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Ratio of girls to boys in secondary education,1.0102,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2016,Ratio of girls to boys in secondary education,0.9960,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2017,Ratio of girls to boys in secondary education,0.9965,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2018,Ratio of girls to boys in secondary education,0.9964,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,1995,Ratio of girls to boys in tertiary education,1.2809,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2005,Ratio of girls to boys in tertiary education,1.4172,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2010,Ratio of girls to boys in tertiary education,1.3927,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2015,Ratio of girls to boys in tertiary education,1.3549,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2016,Ratio of girls to boys in tertiary education,1.3445,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2017,Ratio of girls to boys in tertiary education,1.3588,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
21,Northern America,2018,Ratio of girls to boys in tertiary education,1.3588,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,1995,Ratio of girls to boys in primary education,0.9720,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2005,Ratio of girls to boys in primary education,0.9705,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2010,Ratio of girls to boys in primary education,0.9691,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2015,Ratio of girls to boys in primary education,0.9797,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2016,Ratio of girls to boys in primary education,0.9841,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2017,Ratio of girls to boys in primary education,0.9823,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2018,Ratio of girls to boys in primary education,0.9805,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,1995,Ratio of girls to boys in secondary education,1.0690,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2005,Ratio of girls to boys in secondary education,1.0734,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2010,Ratio of girls to boys in secondary education,1.0820,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2015,Ratio of girls to boys in secondary education,1.0550,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2016,Ratio of girls to boys in secondary education,1.0505,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2017,Ratio of girls to boys in secondary education,1.0429,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2018,Ratio of girls to boys in secondary education,1.0414,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,1995,Ratio of girls to boys in tertiary education,1.0736,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2005,Ratio of girls to boys in tertiary education,1.2092,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2010,Ratio of girls to boys in tertiary education,1.2900,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2015,Ratio of girls to boys in tertiary education,1.2928,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2016,Ratio of girls to boys in tertiary education,1.2996,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2017,Ratio of girls to boys in tertiary education,1.3026,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
419,Latin America & the Caribbean,2018,Ratio of girls to boys in tertiary education,1.3009,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,1995,Ratio of girls to boys in primary education,0.9829,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2005,Ratio of girls to boys in primary education,0.9915,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2010,Ratio of girls to boys in primary education,0.9870,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2015,Ratio of girls to boys in primary education,0.9902,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2016,Ratio of girls to boys in primary education,0.9901,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2017,Ratio of girls to boys in primary education,0.9937,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2018,Ratio of girls to boys in primary education,0.9938,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,1995,Ratio of girls to boys in secondary education,1.0009,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2005,Ratio of girls to boys in secondary education,0.9628,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2010,Ratio of girls to boys in secondary education,0.9821,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2015,Ratio of girls to boys in secondary education,0.9857,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2016,Ratio of girls to boys in secondary education,0.9828,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2017,Ratio of girls to boys in secondary education,0.9795,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2018,Ratio of girls to boys in secondary education,0.9768,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,1995,Ratio of girls to boys in tertiary education,0.9625,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2005,Ratio of girls to boys in tertiary education,1.0333,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2010,Ratio of girls to boys in tertiary education,1.0031,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2015,Ratio of girls to boys in tertiary education,1.0088,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2016,Ratio of girls to boys in tertiary education,0.9897,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2017,Ratio of girls to boys in tertiary education,0.9788,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
143,Central Asia,2018,Ratio of girls to boys in tertiary education,0.9962,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
30,Eastern Asia,1995,Ratio of girls to boys in primary education,0.9534,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
30,Eastern Asia,2005,Ratio of girls to boys in primary education,0.9973,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
30,Eastern Asia,2010,Ratio of girls to boys in primary education,0.9850,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
30,Eastern Asia,2015,Ratio of girls to boys in primary education,1.0026,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
30,Eastern Asia,2016,Ratio of girls to boys in primary education,1.0049,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
30,Eastern Asia,2017,Ratio of girls to boys in primary education,1.0087,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
30,Eastern Asia,2018,Ratio of girls to boys in primary education,1.0108,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed May 2020."
